"","blurb","state"
"7174","This is a collection of flash fiction stories that will showcase pictures presented by the supporters of this project.","failed"
"7175","I missed reading about real women in happy, easy read books; Smart, brave role models that feel, love and are compassionate. Women.","failed"
"7176","American intelligence agent, Jonathan Preston, conducts a series of covert missions against the Japanese Army with startling results.","failed"
"7177","Mutants /terror fiction book need funding for illustrations 
mutants libro de ficción /terror necesita financiación para ilustraciones","failed"
"7178","Together we can give the Demonworld series some amazing book covers.","failed"
"7179","I'm writing about a man who plans to rob those he works for. This is my second novel - this time I want to publish it 'properly'...","failed"
"7180","If George Orwell were still alive, and insane, he might write something like Big Badger Is Watching. A short fun novel.","failed"
"7181","Hoping to get support to cover the advance I've been asked to put up for my debut novella ""The World Within""","failed"
"7182","A magazine publishing short stories and artwork devoted to ghost stories, the macabre and the oh-so-strange.","failed"
"7183","If you Dare, take a glance at how satan's camp might operate. First time author, truly believes this is more than fiction but a message","failed"
"7184","A literary feast of supernatural thrills, chills and spills with lashings of heart and heartbreak to go along with it!","failed"
"7185","This is a fictional look into domestic violence and relevant philosophy and promises to incite useful debate on family violence issues,","failed"
"7186","Auto racing journalist Herb Cook travels the world as a writer, detective, gourmet cook, wine collector...and did we mention spy!","failed"
"7187","A riveting journey into a silent abuse as told by the lives of a mother and her four daughters surviving a twisted generational curse.","failed"
"7188","I want to get a professional edit and promote my debut novel. No PR offers. Thanks!","failed"
"7189","Eidolon Atomic is an indie book series set in a distopian world, driven by a new type of SciFi Genre, ""Phantom Punk Tech.""","failed"
"7190","I am writing a direct parody of the best-selling puss-packet ""Fifty Shades of Grey"".","failed"
"7191","I'm in need of the necessary funds for my two completed ebooks to be professionally edited for release.","failed"
"7192","Once funded a limited edition comic will be produced. This book will contain five never before published strips.","failed"
"7193","Think ""Downton Abbey"" meets ""Twilight"". A family bound by blood, is out to get yours! Help start the first part of this epic series","failed"
"7194","The world defines women by the B-word, but God has another B-word to describe you. Beloved!","failed"
"7195","writing to inspire is a creative writing class that runs over a couple of weeks then, aiming to publishing an anthology.","failed"
"7196","Why would the US deploy a deadly virus on its own soil?? Special Agent Fox is on a mission to find out why, whilst also trying to......","failed"
"7197","A love story between two men. Dealing with the themes of love, acceptance, and finding your way in a straight world.","failed"
"7198","I have written a self-published a vampire trilogy that I would like to now get out to the public. I need funding for marketing.","failed"
"7199","My Wife read 50 Shades and thought it was poorly written, I told her she can do better and should write her own book! She wrote two!","failed"
"7200","Lightning In a Bottle is Wt Prater's first novel and is set to be released on December 12th, 2015.","failed"
"7201","Michael Edward, better known as Little One, has lived a hard life; trying to better himself until one moment of bad luck changed all...","failed"
"7202","I have a new dystopian addiction for scifi/ fantasy lovers, living in my skull. Part one ready, but need help for part 2 to live","failed"
"7203","Pally is the best World of WarCraft player in the world. On the North American servers, at least. But no matter how hard he tries, he c","failed"
"7204","Follow the band Morning Glory in a book inspired by the oasis album what's the story morning glory. Where every song is a chapter","failed"
"7205","Arz: Seventh Circle is a novel set in a space based science fiction setting following the adventures of Captain Sjelby Lochart.","failed"
"7206","One year to write full-time so I can share my fantasy/fiction/adventure/humor/romance stories with everybody!","failed"
"7207","It’s 2051, and a war hero, Cyrus Baker, life will change forever, as he begins a personal journey to honor the 7th Scroll…. a journey t","failed"
"7208","A hard-boiled, sci-fi cyberpunk novel set in the city of Pantheon, following one man who wakes up able to see future events.","failed"
"7209","Chronicles: Crimson Blade is the story I've written thanks to the support of my friends and I hope to get it self-published as a novel.","failed"
"7210","I am wanting to pack up my life and move to England and work solely on my 5 part book series, which is the inspiration of this series.","failed"
"7211","Would America elect the Devil as President of the United States in 2016?","failed"
"7212","Two ancient beings, influencing the hearts of all mortals for dominance and survival. Two brothers good and evil, who shall triumph?","failed"
"7213","The mystery of the soul? the journey to an alternate reality","failed"
"7214","I wrote a fictional novel titled 'CAPITULATION'. It is of the Horror/SciFi genre about the release of a toxic substance.","failed"
"7215","A patient suffering from complex post-traumatic stress disorder develops an inappropriate attachment to her psychiatrist.","failed"
"7216","When writing a book one of the hardest things to do is name the characters - Ever want to be in a novel? Here is your chance.","failed"
"7217","I am writing part two to Control.Gov. I need help publishing it.","failed"
"7218","I am looking to send my first, 100% complete, book to print. It's all ready to go and just needs that final push.","failed"
"7219","""Rivertown"" is the first novel in the ""Unforeseen Blade"" series. It is the story of how a young woman grows into a hero.","failed"
"7220","I have this awesome idea for a Trilogy but I really need help with the first book! Great twist ending and an even better villian!","failed"
"7221","I want to bring John King, the boy pirate, to life through fiction. I find his story, although grim at times, extremely inspiring.","failed"
"7222","When a photographer finds himself working for a corrupt governor, he and the governor’s jilted wife decide to take action.","failed"
"7223","""Soul Searching"" is a work of fiction that has many real life events and characters based on real people.","failed"
"7224","Help Daniel's dream of becoming a fiction writer come true by launching his novel Kate Winters: Battle of Degalth","failed"
"7225","The Oracles of Troy is the long-awaited fourth novel in the popular Adventures of Odysseus series","failed"
"7226","The publishing world is nasty, pricey, and competitive. Help me raise funds to acquire an espresso book machine for myself and others.","failed"
"7227","Ojibwa shifter condemned to death and a woman running from abuse. Can they both survive a secret the tribe will kill to protect?","failed"
"7228","The book will be a semi-fiction crime novel based partly on historical facts and present fiction.","failed"
"7229","Short and easy mystery reader with fun and current themes for novice-level Spanish and English learners.","failed"
"7230","Victor, a man torn between his family and the rest of the world. He holds secrets and powers that can aid or destroy all of mankind","failed"
"7231","a young boy finds a ring that awakens a dark power and brings the earth the news of the century ""we are not alone !""","failed"
"7232","I will transform years of writings into a novel sweeping from Rabindranath Tagore's visit to Argentina in 1924 to present day NYC.","failed"
"7233","The act of writing is incomplete without the reader. Searching for readers of flash fiction to complete the act of writing.","failed"
"7234","The Writers Den connects writers with other writers for anonymous constructive reviews of their work.","failed"
"7235","I'm starting Read Local - a publishing and advertising campaign to promote my novel COME NOT TO US to a wider audience.","failed"
"7236","A fiction novel about three college students who go to New Orleans for Mardis Gras and return home with voodoo abilities.","failed"
"7237","Featuring over 100 "" What Not To Do "" memes by Jill. Inspired by real life experiences from Jill ( Plus some special features )","failed"
"7238","Ginette Sauve to publish new book titled The Fire Within","failed"
"7239","I am writing my first novel. I plan to self publish, but cannot currently afford to. Any help would be appreciated. Thank you.","failed"
"7240","All three science fiction novels in the SETI trilogy will be published in a new single volume, ""The SETI Anthology"" this spring 2014.","failed"
"7241","I'm turning Rogue Avenger, the first novel of the best selling, award winning Rogue Submarine series, into an audio book.","failed"
"7242","This project is for one short story. If it gets funded, I'll write the story. If you fund it, you'll get the story.","failed"
"7243","Chad Hofmann's collection of horror, paranormal, and sci-fi short stories, for the dark and twisted.","failed"
"7244","The immortal wizard Eztar, finally defeated after 200 years of war is back and a group of new heroes arises to stop this powerful evil.","failed"
"7245","Imagine a city that stands alone on a now quiet planet. A people who came together for the right reasons but created something so wrong","failed"
"7246","I have a 70,000 word manuscript that needs professional editing to be published...can you help?","failed"
"7247","The story of how the Evil Queen became evil. Would like to raise money for publishing","failed"
"7248","Publishing, promoting my second novel, HIDDEN SO DEEP. Mystery, intrigue, romance in Hawaii.My first novel Deep Green was successful","failed"
"7249","Support a vet whose dream has always been to become an established writer. Purchase his books or donate to help him become one!","failed"
"7250","The next big fantasy book hit! Complete with mystery, intrigue, and romance. We need your help to get it published!","failed"
"7251","A Sci-Fi novella, that readers are going to absolutely love.The Earth is under attack and lost ancient technology is our only hope !","failed"
"7252","6 years ago OBE was published. It took readers to worlds beyond their fantasies. Now, Alan is ready for an even wilder adventure!","failed"
"7253","Using Scripture and ancient texts, my dream is to create a series of novels about the world before the flood of Noah.","failed"
"7254","Help me take my memoir to Atlanta, GA as I encourage healing for the families that have someone that's suffering with mental illness.","failed"
"7255","(...) and returned with a handfull of dates"" - I've been planning this book for ages really but it only developed over the last months!","failed"
"7256","Spiritual warfare rages in realms beyond our senses every moment. This novel creates a very intriguing story in a challenging format.","failed"
"7257","The continued sci-fi adventure of Mankind's struggle against an enemy who hides behind an ancient galactic secret.","failed"
"7258","I am seeking funding to publish Void Of Reckoning as a printed edition to compliment the eBooks available at Apple iBooks and Kindle.","failed"
"7259","A novel about alcoholism, religion, gender identity, garbage and bugs. Lots of bugs everywhere. Always buzzing in your ear.","failed"
"7260","Managing players and staffs, dealing with wacko parents, faculty, and administrations – What football coaching is REALLY like?","failed"
"7261","I have always loved the super natural world but it did not fully explain the Where, Whats and how everything balanced it self.","failed"
"7262","I've writting a time travel novel where the subjects change the past, how far will some go to maintain their power?","failed"
"7263","An action-packed adventure of survivors in a modern, but primitive America. Filled with intrigue, danger, hope and passion!","failed"
"7264","Christi Riverton the Author of the e-book series ""The Penhollow Chronicles"" is now bringing her first Novel ""Jeweled Embers"" to print","failed"
"7265","Revenge vs Vengeance in a twisted tale of Spies, Love, Boiling Hatred and Death. However who is who in this hunt to find one man.","failed"
"7266","A thrilling one sit easy read novella by author George Mabona. Take a glimpse into the realities of South African politics.","failed"
"7267","I want to create a site that allows first time novelists to self publish their works of fiction. A hub for creativity and sharing.","failed"
"7268","A mysterious journal. A dark family secret. Based on real events, three siblings search for the truth about their estranged father.","failed"
"7269","I am so excited I have published my first book, but I need to buy my own books to set up my first book signing, please help my dream!","failed"
"7270","This book series is a new take on where and what Area 51 really is","failed"
"7271","Michael Tucker, author of King of Chaos: Twin Souls now reveals the fate of Sonos in Shadow's Reign!","failed"
"7272","Based on true events. Collection of thought-provoking, timeless Jewels of wisdom corroborated by heartfelt, gut-wrenching short stories","failed"
"7273","2216: Earth is no longer habitable for human beings. The UN decides to save the DNA and the memories for 90% of the population to space","failed"
"7274","Tired of being yourself on those other social media sites? Build your own #AlterEgo.","failed"
"7275","An allegorical, ""rebirth"" novel dealing with themes of thought suppression and the limits of imagination, with hand-drawn illustrations","failed"
"7276","A man betrays his son. A son betrays his lover. And a naive young woman pays the price in this New Adult Contemporary Romance novel","failed"
"7277","The long anticipated mystery novel from T.M. Williams is now giving readers a chance to be a part of it","failed"
"7278","A somewhat serious subject...a somewhat rude, crude and hilarious look at men and our shortcomings. A book every woman should read.","failed"
"7279","8200 years ago rising sea levels and the world's largest tsunami split the UK from Europe. This is the story of the Lost People.","failed"
"7280","A romantic horror story","failed"
"7281","Come support The Crossover Alliance in the publication of their first year's catalog of edgy Christian speculative fiction!","failed"
"7282","Tamzin and the Viper was published as an e-book in July last year. This project aims to fund a publisher-quality print edition.","failed"
"7283","The first in a series of novels and novellas about coming of age, love, friendship, adventure and witchcraft.","failed"
"7284","Take part in the finishing stages of the release of my first ever novel, Book of Nights","failed"
"7285","An epic novel of good versus evil.","failed"
"7286","A Tokyo private detective searches for the missing son of a fortuneteller, as a failed case from the past also haunts him.","failed"
"7287","A burnt out drunken savior, must regain his self-worth and sobriety to save the world before its too late.","failed"
"7288","A horror novel with stunning cinematic quality and an intriguing story that weaves between murder-mystery and visceral terror.","failed"
"7289","I wrote a book! Now what? Well, it needs a better cover, which is why I hired an artist. However, I could use some help with that.","failed"
"7290","I'm writing a trilogy about the end of the world told by normal people. Book one is done, now I need to do book two and I need help!","failed"
"7291","Mystics: The Hidden Hope is one of five interactive novels that will provide a unique experience for each individual reader.","failed"
"7292","""Eventide"" - Part One of an incredible Sci-Fi Fantasy adventure, is being produced into a professionally read audiobook!","failed"
"7293","Two unlikely heroines, one epically entangled destiny—Join Jen and Keera in a race to prevent the galaxy from going up in flames.","failed"
"7294","Writing entertaining fiction is such a joy, but marketing & trying to make a name for yourself on a shoe string budget is disheartening","failed"
"7295","Getting my novel edited and submitted for publishing.","failed"
"7296","Alfheim is a young adult urban fantasy novel.","failed"
"7297","I am writing a Story that focuses on Magic, Politics, Trauma, Growth, Moving past Race and Gender Roles, and the Control of Information","failed"
"7298","The title of the book is ""Forevermore (Memoirs of The Grim Reaper) It is being published by Green Ivy publishing.","failed"
"7299","My mission is to publish my first novel, and many more to come in the future.","failed"
"7300","Set in the fictional steampunk land of Alusura, Simon and Eleanor Braider must bring their renegade team-mates to justice.","failed"
"7301","A science fiction novel of short stories that deal with the coming new technologies about to burst onto the scene.","failed"
"7302","""Hermanos"" dos mundos cambiados al nacer, un palestino y un israelí. / A novel based on two worlds swapped at birth in the middle east.","failed"
"7303","At the height of the Gilded Age three heiresses struggle between love and birthright in the first fictional book about the Vanderbilts.","failed"
"7304","Rescued after 20 years in a literary gulag, the story and photos of two months of tromping through New Russia in 1995 is free at last.","failed"
"7305","A harsh post-apocalyptic world where every day is a fight for survival. The story will be part of an expanded storyline in the future.","failed"
"7306","A zombie story with a heart, meet Johnny--killed in the line of duty, his body is revived. It's not him anymore...or is it?","failed"
"7307","A political and social satire in the style of confrontation against the establishment like the Marquis de Sade did in his time.","failed"
"7308","A novella about a man who can kill with a touch trying his darndest NOT to be a villain. Which is hard because people suck.","failed"
"7309","A Mayan witch, a vanished civilization, a paranormal investigator, pterodactyls... What more could you ask for?","failed"
"7310","Life, love, heartache and everlasting challenges. Aryana is a woman who refuses to let life break her down - no matter what.","failed"
"7311","Ever wondered what the world would be like without nuclear weapons? If so, this book is for you. Action takes place in Hawaii!","failed"
"7312","This is the story of my discovery, at age forty, that I was adopted at birth. The book chronicles my incredible search for the truth.","failed"
"7313","Porter, a cop, still contemplating if he should arrest the prime minister - will fail without some unexpected help from you...","failed"
"7314","A Horror-Drama novel about a delusional man who thinks he must kill his family in order to see them in the afterlife.","failed"
"7315","My book project contains proof of time travel verifiable in Google, along with 1st person shooter games arms reduction strategies.","failed"
"7316","A Humanitarian Worker forced to face his own demons with the tragic loss of his friends; finds hope through helping refugees in Vienna.","failed"
"7317","Follow two best friends coming of age as they make their way from the ball fields to the North woods and the adventures they encounter.","failed"
"7318","The first part of a fantasy saga riddled with action, magic and dark humour where you sit in the front row.","failed"
"7319","As the world stands on the brink of a vast revolution, one man's life reflects his era and the timeless struggle of every man.","failed"
"7320","A clever new novel on the universalism of Love and the life and death experience, about Seagulls, Lovers, Gods and Cats.","failed"
"7321","We're launching steampunk detective novel ""Addleton Heights"" in the Cabinet of Curiosities at the Houston Museum of Natural Science!","failed"
"7322","I am in the midst of writing a deeply sensual novel. This love triangle will keep you on the edge of your seat or stuck in your bed.","failed"
"7323","I recently self-published a fantasy novel. My dream has always been to make a living writing, but marketing costs add up quickly.","failed"
"7324","You loved the first 18 tales of Refuge! While these remaining 18 are mostly standalone, they all interleave to form a greater story arc","failed"
"7325","Like many, I'm, a Published Writer. Be it Tragedy, Stone Age Fantasy or Dungeon Punk, I have more stories to tell. Goal for Edits/Mail.","failed"
"7326","A work of fiction exploring the evil of child sex slavery. A story of good v evil with men & women plus demons & angels doing battle","failed"
"7327","Thousands of People every year go missing and are never found! Find the truth behind many of those missing people! This is their story.","failed"
"7328","Mark Gardner and Edoardo Camponeschi are teaming up to bring fans of Wuxia an exciting new audiobook adventure with Champion Standing.","failed"
"7329","A thriller, mystery novel based on the twist and turns through a lifetime and then some","failed"
"7330","Follow Titus Carpenter as he travels to another universe as part of an epic adventure to save The Interim and those living there.","failed"
"7331","A fantasy novel based off the epic PvP game Shadowbane. This is a novel for all ages and offers rewards only found during this project!","failed"
"7332","The first two books of my lifework the Godfall Trilogy are ready to become a printed work of imagination and fiction.","failed"
"7333","The sequel to my 2013 novel Guardians, which was self-published. Longinus, Vlad the Impaler and Stanley the demon all return.","failed"
"7334","This is the first novel of a high fantasy trilogy revolving around four heroes in the world of Grünn. First chapter is FREE!","failed"
"7335","Nine poems and short stories from the Second Age of the Sidhe.","failed"
"7336","Sometimes the answer to a prayer is ""No."" Trey Hensley has to leave home and come back to his hometown to find it out the hard way.","failed"
"7337","A post-apocalyptic science fiction about a Man living in a hermetically sealed world of the Technological Singularity.","failed"
"7338","Publish Entangled Hearts in eBook format.","failed"
"7339","This novel is about the mental and physical suffering leaders impose upon their followers in conflict and the strong will to survive.","failed"
"7340","The end of the world balances on the edge of a blade...And it's up to the Family to change the course of history, one life at a time.","failed"
"7341","An exciting new Space Opera set in a Unique and Strange Universe flourishing with Unparalleled imaginative Characters and Mysteries.","failed"
"7342","Historical Fiction novel based on the adventures of Professor Margrave. Funding for publicity campaigns. www.thealienstone.co.uk","failed"
"7343","I am looking to move my Collection of Stories from a digital medium to paperback editions.","failed"
"7344","Novella about an idiot man child seeking his life long dream as high jinks ensue.","failed"
"7345","A german book about discovering love. Semi- autobiographical coming out novel which should be translated in english for more readers","failed"
"7346","Kidnap, murder, a rush for time. Will Kelly find her daughter, or will she suffer the same fate? Find out in To Hide from Death III","failed"
"7347","A story about a boy soldier with dreams and words that have a history of violence with an escape to victory. Seeking Sponsors.","failed"
"7348","""Paladin"" a fantasy novel that deals with concepts such as inner turmoil and the expectations of society - and I need your help!","failed"
"7349","A novel about a woman's decision to walk away from life and a devoted man who wants to be her husband no matter what the cost.","failed"
"7350","Publishing realistic modern fiction for our community","failed"
"7351","A tale inspired by those shivers that run up your spine. Could they be spirits of the dead passing through the Soul Gate?","failed"
"7352","Neurosis is a collection of short psychological horror stories, and poems aimed at exploring humanity's deepest fears.","failed"
"7353","Hi!
I'm a science fiction writer and currently working on the third installment of a series. I would like to share it with the world!","failed"
"7354","Imagine a world without money! Earth in 2086 is completely controlled by corporations. So Scout and his group go to Mars.","failed"
"7355","The world is wasted... toxic air and plants now spend their time upon the Earth, life is almost extinguished yet, one soul lasts...","failed"
"7356","Join Joey Bianco and Jen Ryan as they navigate the twisted corridors of power in this noir mystery.","failed"
"7357","Stories of the South spanning 102 years of someone that lived it","failed"
"7358","Zen Daze THE PROJECT- debut novel
Love defeats hate and homophobia in this love story and debut novel. Support this publishing project.","failed"
"7359","I am writting 6 horror stories which will be put together in one complete series which is called Newton Town A Series of Dark Tales,","failed"
"7360","A book tour takes our indomitable brother-sister team across twenty-five states, spreading chaos. Those states will never be the same.","failed"
"7361","In 1969, acclaimed movie director Stanley Kubrick enlists a science fiction screenwriter to help fake the moon landings.","failed"
"7362","The lot was full of drunks, wooks, tourheads, custies, a junkie informant and some determined DEA agents: The story of summer tour 1992","failed"
"7363","The most epic audiobook series that will ever be created. Full of sound effects and high quality original music. Medieval Fantasy","failed"
"7364","The 1st of a classic trilogy.......Goonies + Mystic River + The Outsiders + Stand by me = MYSTERY 5.","failed"
"7365","A novel about an Iraq War veteran who sets out to fulfill a promise to a fallen comrade and the wife and child he left behind.","failed"
"7366","From 300bc the adventure begins and like me, the story needs a following and funding.","failed"
"7367","The Big Fear is the second in my ""Big"" book series. The first was called The Big 'C' which was self-published in July 2015.","failed"
"7368","What they thought would be a new beginning quickly becomes a prison when they unlock something ethereal, alive, and dangerous.","failed"
"7369","A story of our ancient history. A fight for Paradise and a struggle for our existence. Welcome to Beta Earth.","failed"
"7370","Empowering people to FEEL in this oh so disconnected world. Send a letter to yourself or a friend!","failed"
"7371","I've decided to proceed with self publishing my manuscript. Turns out THIS IS EXPENSIVE! As it also turns out... I'M BROKE.","failed"
"7372","I taught myself to type one-handed and wrote a book.","failed"
"7373","Ultimate Sequel...Captivating!","failed"
"7374","The Minerva is a serialized monthly epub in which chapters are complete stories of their own further progressing a 50 plus issue story.","failed"
"7375","My endeavour to publish my first fantasy novel, which guided me through a severe depressive episode.","failed"
"7376","Fiction that gives the reader a look at PTSD for soldiers at home. I'd love to enter it in a contest May 2nd to raise awareness","failed"
"7377","Lets get ""Gilgamesh Shuffle"" into ebook and paperback. Seth wakes up in the body of another man. How does he get back into his own?","failed"
"7378","CASPER: El Cuento De Amor De Un Gangster (A GANGSTER LOVE STORY) URBAN EROTIC ROMANCE NOVEL
10 BOOK SERIES","failed"
"7379","How can I keep my heart open to forgiveness, when all I thought knew is shattered and my trust has been betrayed?","failed"
"7380","A dark tale of a rebellious prodigy of the Devil who discovers how to detach demons from souls, providing them safe passage to heaven.","failed"
"7381","Only descendants of gods and angels can breathe the air we breathe, and walk the road we tread. Are you such a god?","failed"
"7382","The thrilling series chronicles the adventures of diverse characters finding the hero within and challenging what it means to be human.","failed"
"7383","Grabbing the world's attention with literary classics, including books about spiders, porn stars, murderers, time travel, and an Atlas.","failed"
"7384","Help us bring a new and unique Fantasy/Fiction Series to the world!","failed"
"7385","A dark fantasy with a twist on magic about secrets, monsters, and lies. Has been compared to a dark twisted version of Harry Potter!","failed"
"7386","Faith, science, freedom, and control clash as man wrestles with the ultimate question: ""Are we alone?""","failed"
"7387","Cordially, E. is the first in a serie of 3 fantasy novels for young adults, in a realm where mystery and fantasy walk hand in hand.","failed"
"7388","Dishonest partners, dangerous creatures, untrustworthy patrons, and a bloodthirsty ex-lover? Sounds like an average day for me.","failed"
"7389","""E.T. meets the Da Vinci code""

Through a fictional story we create the FIRST EVER crisis communication plan on contact with space.","failed"
"7390","A story about a world much like ours. One may even confuse it as our world, but where magic, science and spirituality are the same.","failed"
"7391","Have written sequel to first book, SHADOWWATER. Need funding to pay for professional release, promotion. On fixed income. Thank you!","failed"
"7392","To get noticed by big publishing houses, it can be help to have self publishing success so want to get this great crime novel out there","failed"
"7393","A multi-novel fantasy adventure series for all ages. A timeless and epic adventure for all to enjoy.","failed"
"7394","Help get Blank, a Young Adult Space Opera originally released in serial format on Juke Pop Serials, into eBook and print formats.","failed"
"7395","Beneath the Surface, book 1 of The Elesin Vollan Story, a series that chronicles the life of fictional gay pop star Elesin Vollan.","failed"
"7396","Banbury Literary Live, a community event igniting a passion for literature, returns (with your help) on 21 and 22 November 2015.","failed"
"7397","I have developed the plot for a series of 4 short stories I am writing, each with the same main character. They are about time travel.","failed"
"7398","Molly and the Frog is a book and media project to bring to life a story told by a father to his daughter for 18 years.","failed"
"7399","This effort will save the works of Raffi, one of giants in Armenian literature. Over twenty volumes will be digitized and published.","failed"
"7400","The future. An endless war between the three human empires has achieved a hesitant peace. Until tensions rise over a missing planet...","failed"
"7401","Zurroundings - A novel written after the end testifying to future generations. We people were responsible for what happened.","failed"
"7402","This novel is about a woman raised in affluence and privilege. She rejects that life to pursue her dream, living in the mountains.","failed"
"7403","A stage 4 Cancer Survivor who strive to inspire children & ppl with all illnesses & backgrounds to believe they can survive anything.","failed"
"7404","Ancient rituals and cutting-edge science are melded through modern alchemy, harnessing the power of a lost god to enslave the world.","failed"
"7405","I have a story arc for a 10 book series, and I want to write the next 8 novels in the next 12 months - featuring pledges in the story!","failed"
"7406","Challenging writers to take on Short Story Writing Month and Audiobook Month.","failed"
"7407","After 11 weeks, 67,000 + words 46 chapters, I completed my first ever novel ""Vengeance for misery"" . I could not be more excited!","failed"
"7408","Everybody smokes weed will get rid of the stereotypes given to pot smokers through a comedic cartoon adventure","failed"
"7409","The world is laying in tatters, ash and dust cover multiple nations after a huge nuclear fallout, but who caused it and why?","failed"
"7410","Trying to edit the obtrusive suck out of my novel.","failed"
"7411","I am writing a story about the lives of women who are at an impasse in their lives & how they affect the world they live in.","failed"
"7412","I was diagnosed with Lupus, the stories I write are here for anyone he just needs to get away. I want to inspire life thru my writing.","failed"
"7413","What beauty and tragedy emerges from the quiet, ancient water bubbling aback this Arkansas family's home?","failed"
"7414","Hunted Angel is the second novel in The Kamlyn Paige Novel series.","failed"
"7415","On a dark evening during fall in a small town in northern Pennsylvania, something sinister is about surface. And he will play for keeps","failed"
"7416","My name is Eleanor Butler. I’m 22 years old. My goal is to hopefully make my short story book available as an e-book.","failed"
"7417","Hillary, Trump, Sanders, Kasich and Cruz have one thing in common. They can't change anything. But Noa can. Read Run to find out how.","failed"
"7418","A novel about power, sex, and how certain people, with the help of an exceptional woman, find their balance of both in unusual ways.","failed"
"7419","Just when you think you're gonna become all powerful... you become possessed by a demon alien bent on playing chess with humans...","failed"
"7420","An agent undercovers a society of power elite which plot to kill a presidential candidate threatening their control of America.","failed"
"7421","Lost and alone after the death of her mom, a young woman travels half way around the world for a family secret that leads to danger...","failed"
"7422","I've always dreamed of being an author, I want to put my writing in print and let the world decide if it is worthy of a sequel.","failed"
"7423","THE HUSTLERS: 2 girls t
raveled the world with NO money for 9 months, this book is the STORY of how they did it, and all the ADVENTURES","failed"
"7424","Chasing Stars is a completed manuscript in need of editing, marketing and cover art cost funding.","failed"
"7425","In the very distant future there is a war for power; iconic characters across the universe band together to conquer the galaxies.","failed"
"7426","New chick lit author Audrey Dillon needs your help getting her first manuscript professionally edited and formatted for publication.","failed"
"7427","A high school romantic comedy about unrequited love and the trials of growing up, published in a light novel format.","failed"
"7428","I include gender-fluid characters in my novels, because 1 out 2000 children born are intersex and literature can stimulate acceptance.","failed"
"7429","I was always told I had creative mind and never stopped to put it to use, I've had stories to tell but life gets in the way. It's time","failed"
"7430","Sex, drugs and rock & roll were only appetizers. Richard Lichman lays out his disturbing life like as though performing a self-autopsy.","failed"
"7431","The Art of Husbanding is more than a novel. It is a movement to help wake up husbands to their purpose and reconnect to their lives.","failed"
"7432","trying to self publish a book","failed"
"7433","Help me fund publication for my novel, ""Sword of the Paladin""","failed"
"7434","The full story of Kingdom RPG is here. The war, the suffering, the whole story of the anti-hero Havoc and his love Terra.","failed"
"7435","A novel that asks, is good & evil reality or just two brothers playing chess?","failed"
"7436","Support World Conflicts the novel series! Help unleash a fresh fantasy universe where supernatural feats are common practice.","failed"
"7437","A world similar to Earth, the land ruptured and forced toxins into the atmosphere, causing children to be born with incredible gifts.","failed"
"7438","Take a journey with Mandy. It will lead you down a dark path. Hope you find your way back.","failed"
"7439","I have written my first novel. I have a publisher, but would like to have my manuscript professionally edited before it goes to print.","failed"
"7440","The project I'm trying to raise money for is my science fiction novel. I need the funds to help with the book cover design cost, editor","failed"
"7441","Magic Mike meets Jack Reacher in a brand new crime series starring ex-porn star, ex-con Butch Bliss. It sounds as funny as it is.","failed"
"7442","A personalized novel featuring characters chosen by YOU and influenced by WHAT YOU WANT! Set during World War II... what happens next?","failed"
"7443","I want to expand my e-publishing by having professional covers created for my e-books and be able to do online and print advertising.","failed"
"7444","Meet 12 people in the process of their struggle to live or die and learn firsthand the reason they chose life or death.","failed"
"7445","A publishing agency, a glamorous hair company, and a music label. Determination driven from a starving musician/author","failed"
"7446","After a failed suicide attempt, Melissa Adams attempts to rebuild her life - but will her new relationship destroy it all?","failed"
"7447","While vacationing in Madrid, I had one of those dreams that linger with you and make you feel incredible. This novel is that dream.","failed"
"7448","MBT are experimental short stories, sometimes absurd and bizarre, but amusing and original. Unusual situations, people. Rules breaking.","failed"
"7449","This is a comic novel telling the story of how a very dull, bland & ""Vanilla"" man has messianic greatness thrust upon him.","failed"
"7450","In a world where humans live among the creatures of myth, a metaphysical fantasy tells the story of three monks through life and death.","failed"
"7451","Book 4 sees Jez and his friends in a place mortalkind was never meant to walk as they seek knowledge lost for thousands of years.","failed"
"7452","Meet Freddy Nowitski, a wise cracking, no nonsense accountant from Buffalo, New York, that became a P.I. In the most unusual of ways.","failed"
"7453","A lone maintenance man is all that stands between the residents of an apartment building and a dark creature intent on feeding.","failed"
"7454","Dream of turning my ebooks into traditional books by self publishing, printing, marketing, and distribution for a real happy ever after","failed"
"7455","The story of a kind drifter who perseveres despite life's setbacks and helps others to do the same.","failed"
"7456","Its a Graphic novel about a dude who dies in the first five pages... oh yeah spoiler alert ;D","failed"
"7457","Philosophy has never been so erotic. Erotic has never been so funny. Pleasure has never been so philosophically. Sarcasm is redefined!","failed"
"7458","Contibutions for marketing my fiction books. Print advertising, Conventions, Internet Ads, book reviews, foreign language translations.","failed"
"7459","I want to travel the 48 states to promote my new book.","failed"
"7460","What happens when you mix a Genius,Creativity, and technology to a teen who wants to change the world.","failed"
"7461","a series of 11 short stories, to blow your mind featuring horror, romance and adventure all across past, present and future.","failed"
"7462","Help bring the naughty stories of the Spider Crescent Club to the public!","failed"
"7463","Another Zombie Apocalypse story, but unlike anything portrayed before. Forget what you think you know and prepare to survive.","failed"
"7464","A series of short stories that will take the reader into another world.
A world with battles. A world with deadly beasts and storms.","failed"
"7465","I need startup money to get print copies of my novel to sell. :)","failed"
